OrderID,CustomerName,AreaName,DeliveryAgent,FoodItem,UnitPrice,UnitPriceDiscount,OrderQuantity,OrderDate,OrderMonth,PaymentMethod,OrderStatus,OrderDetails,FoodCategory
ord_15537,Priyanka Singh,Koramangala,Manoj Singh,Fried Rice,150,15,2,06/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15538,Raj Kapoor,Malleswaram,Ravi Tiwari,Tandoori Chicken,280,42,3,07/04/23,April,UPI,Delivered,Before Time,Indian-Non Veg
ord_15539,Nisha Gupta,Koramangala,Siddharth Singh,Pav Bhaji,150,9,2,07/04/23,April,UPI,Delivered,Before Time,Indian-Veg
ord_15540,Deepak Sharma,HSR Layout,Anil Gupta,Chicken Biryani,220,22,2,07/04/23,April,UPI,Delivered,On Time,Indian-Non Veg
ord_15541,Shreya Singh,Marathahalli,Manoj Singh,Masala Dosa,100,12,1,07/04/23,April,Online Payment,Cancelled,Refund Initiated,Indian-Veg
ord_15542,Sneha Jain,HSR Layout,Divya Patel,Noodles,130,18.2,1,07/04/23,April,UPI,Delivered,Before Time,Non Indian-Non Veg
ord_15543,Neha Patel,Whitefield,Rajesh Kumar,Pasta,200,10,2,07/04/23,April,Online Payment,Delivered,On Time,Non Indian-Veg
ord_15544,Priya Singh,Brigade Road,Pooja Sharma,Paneer Tikka,180,27,1,07/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15545,Anjali Jain,Malleswaram,Divya Patel,Fried Rice,150,21,2,08/04/23,April,UPI,Delivered,Late,Non Indian-Veg
ord_15546,Akash Gupta,Jayanagar,Ravi Tiwari,Paneer Tikka,180,18,1,08/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15547,Deepak Sharma,HSR Layout,Pooja Sharma,Chicken Tikka,180,23.4,1,08/04/23,April,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15548,Rahul Sharma,MG Road,Ravi Tiwari,Noodles,130,19.5,1,08/04/23,April,Credit Card,Delivered,Before Time,Non Indian-Non Veg
ord_15549,Rohan Patel,Indiranagar,Pooja Sharma,Hakka Noodles,160,11.2,1,09/04/23,April,UPI,Cancelled,Refund Initiated,Non Indian-Non Veg
ord_15550,Kriti Patel,Whitefield,Pooja Sharma,Biryani,250,32.5,2,09/04/23,April,Online Payment,Delivered,On Time,Indian-Veg
ord_15551,Rahul Sharma,MG Road,Rajesh Kumar,Chicken Biryani,220,19.8,2,09/04/23,April,Credit Card,Cancelled,Refund Not Initiated,Indian-Non Veg
ord_15552,Kriti Patel,Whitefield,Siddharth Singh,Pasta,200,24,2,10/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15553,Rohit Singh,Indiranagar,Manoj Singh,Pizza,300,30,3,10/04/23,April,UPI,Delivered,Before Time,Non Indian-Veg
ord_15554,Rohan Patel,Indiranagar,Sneha Verma,Chicken Biryani,220,13.2,2,10/04/23,April,UPI,Delivered,On Time,Indian-Non Veg
ord_15555,Rahul Sharma,MG Road,Siddharth Singh,Pizza,300,15,3,10/04/23,April,Online Payment,Delivered,On Time,Non Indian-Veg
ord_15556,Deepak Sharma,HSR Layout,Pooja Sharma,Pasta,200,22,2,10/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15557,Aryan Shah,Jayanagar,Rajesh Kumar,Chicken Curry,200,26,2,10/04/23,April,Online Payment,Delivered,On Time,Indian-Non Veg
ord_15558,Nisha Gupta,Koramangala,Manoj Singh,Butter Chicken,280,36.4,3,10/04/23,April,Credit Card,Cancelled,Refund Not Initiated,Indian-Non Veg
ord_15559,Anjali Jain,Malleswaram,Divya Patel,Veg Biryani,230,29.9,2,11/04/23,April,Credit Card,Delivered,Late,Indian-Veg
ord_15560,Kriti Patel,Whitefield,Manoj Singh,Burger,120,9.6,1,11/04/23,April,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_15561,Pooja Patel,BTM Layout,Siddharth Singh,Paneer Tikka,180,16.2,1,11/04/23,April,Online Payment,Cancelled,Refund Initiated,Indian-Veg
ord_15562,Pooja Patel,BTM Layout,Ananya Reddy,Noodles,130,10.4,1,11/04/23,April,Online Payment,Delivered,Late,Non Indian-Non Veg
ord_15563,Neha Patel,Whitefield,Anil Gupta,Samosa,20,2.4,5,11/04/23,April,UPI,Delivered,Before Time,Indian-Veg
ord_15564,Kriti Patel,Whitefield,Manoj Singh,Pav Bhaji,150,7.5,2,11/04/23,April,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_15565,Naveen Kumar,Koramangala,Divya Patel,Fish Curry,190,26.6,1,11/04/23,April,UPI,Delivered,On Time,Indian-Non Veg
ord_15566,Tanvi Gupta,BTM Layout,Sneha Verma,Masala Dosa,100,12,1,12/04/23,April,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_15567,Pooja Patel,BTM Layout,Pooja Sharma,Butter Naan,50,4.5,4,12/04/23,April,Online Payment,Delivered,Before Time,Indian-Veg
ord_15568,Raj Kapoor,Malleswaram,Divya Patel,Biryani,250,22.5,2,12/04/23,April,Credit Card,Delivered,Before Time,Indian-Veg
ord_15569,Tanvi Gupta,BTM Layout,Siddharth Singh,Veg Biryani,230,18.4,2,12/04/23,April,Online Payment,Delivered,Late,Indian-Veg
ord_15570,Rohan Patel,Indiranagar,Anil Gupta,Pav Bhaji,150,19.5,2,12/04/23,April,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_15571,Priya Singh,Brigade Road,Siddharth Singh,Pasta,200,10,2,13/04/23,April,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_15572,Nisha Gupta,Koramangala,Ananya Reddy,Chicken Tikka,180,18,1,13/04/23,April,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_15573,Neha Patel,Whitefield,Anil Gupta,Butter Chicken,280,22.4,3,13/04/23,April,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15574,Pooja Patel,BTM Layout,Divya Patel,Fish Curry,190,24.7,1,13/04/23,April,UPI,Delivered,On Time,Indian-Non Veg
ord_15575,Rohit Singh,Indiranagar,Ravi Tiwari,Fish Curry,190,28.5,1,14/04/23,April,UPI,Delivered,Late,Indian-Non Veg
ord_15576,Priyanka Singh,Koramangala,Rajesh Kumar,Burger,120,9.6,1,14/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15577,Rahul Sharma,MG Road,Siddharth Singh,Chicken Curry,200,26,2,14/04/23,April,UPI,Delivered,On Time,Indian-Non Veg
ord_15578,Sneha Jain,HSR Layout,Rajesh Kumar,Fish Curry,190,15.2,1,14/04/23,April,Credit Card,Delivered,Before Time,Indian-Non Veg
ord_15579,Kriti Patel,Whitefield,Ravi Tiwari,Samosa,20,2.2,5,14/04/23,April,UPI,Delivered,Before Time,Indian-Veg
ord_15580,Akash Gupta,Jayanagar,Pooja Sharma,Chicken Curry,200,24,2,14/04/23,April,UPI,Delivered,Late,Indian-Non Veg
ord_15581,Naveen Kumar,Koramangala,Divya Patel,Pizza,300,15,3,14/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15582,Shreya Singh,Marathahalli,Anil Gupta,Burger,120,12,1,14/04/23,April,Credit Card,Cancelled,Refund Initiated,Non Indian-Veg
ord_15583,Rohan Patel,Indiranagar,Manoj Singh,Hakka Noodles,160,12.8,1,15/04/23,April,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_15584,Akash Gupta,Jayanagar,Siddharth Singh,Butter Naan,50,3,4,15/04/23,April,UPI,Delivered,Before Time,Indian-Veg
ord_15585,Arjun Shah,MG Road,Siddharth Singh,Pasta,200,26,2,15/04/23,April,Credit Card,Delivered,On Time,Non Indian-Veg
ord_15586,Kriti Patel,Whitefield,Pooja Sharma,Masala Dosa,100,10,1,15/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15587,Priya Singh,Brigade Road,Ananya Reddy,Chicken Curry,200,24,2,15/04/23,April,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15588,Tanvi Gupta,BTM Layout,Ananya Reddy,Masala Dosa,100,15,1,15/04/23,April,Credit Card,Delivered,On Time,Indian-Veg
ord_15589,Kriti Patel,Whitefield,Anil Gupta,Butter Naan,50,3,4,15/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15590,Aryan Shah,Jayanagar,Rajesh Kumar,Sushi,350,28,1,15/04/23,April,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_15591,Aryan Shah,Jayanagar,Rajesh Kumar,Butter Naan,50,5.5,4,16/04/23,April,UPI,Cancelled,Refund Initiated,Indian-Veg
ord_15592,Arjun Shah,MG Road,Manoj Singh,Pav Bhaji,150,15,2,17/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15593,Neha Patel,Whitefield,Manoj Singh,Chicken Tikka,180,12.6,1,17/04/23,April,Online Payment,Delivered,Late,Indian-Non Veg
ord_15594,Deepak Sharma,HSR Layout,Pooja Sharma,Chicken Biryani,220,13.2,2,17/04/23,April,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15595,Neha Patel,Whitefield,Pooja Sharma,Masala Dosa,100,14,1,17/04/23,April,Credit Card,Delivered,On Time,Indian-Veg
ord_15596,Anjali Jain,Malleswaram,Pooja Sharma,Paneer Tikka,180,21.6,1,17/04/23,April,UPI,Delivered,Before Time,Indian-Veg
ord_15597,Nisha Gupta,Koramangala,Rajesh Kumar,Tandoori Chicken,280,14,3,17/04/23,April,Online Payment,Delivered,Late,Indian-Non Veg
ord_15598,Kriti Patel,Whitefield,Rajesh Kumar,Pizza,300,18,3,18/04/23,April,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_15599,Aryan Shah,Jayanagar,Pooja Sharma,Pizza,300,42,3,18/04/23,April,Online Payment,Delivered,On Time,Non Indian-Veg
ord_15600,Rohit Singh,Indiranagar,Anil Gupta,Fish Curry,190,17.1,1,18/04/23,April,UPI,Delivered,On Time,Indian-Non Veg
ord_15601,Raj Kapoor,Malleswaram,Sneha Verma,Butter Naan,50,4,4,18/04/23,April,Credit Card,Cancelled,Refund Initiated,Indian-Veg
ord_15602,Akash Gupta,Jayanagar,Divya Patel,Masala Dosa,100,5,1,18/04/23,April,Online Payment,Delivered,On Time,Indian-Veg
ord_15603,Pooja Patel,BTM Layout,Pooja Sharma,Pav Bhaji,150,22.5,2,19/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15604,Sneha Jain,HSR Layout,Sneha Verma,Fried Rice,150,7.5,2,19/04/23,April,Credit Card,Delivered,On Time,Non Indian-Veg
ord_15605,Deepak Sharma,HSR Layout,Rajesh Kumar,Tandoori Chicken,280,25.2,3,19/04/23,April,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15606,Priyanka Singh,Koramangala,Pooja Sharma,Butter Naan,50,4,4,19/04/23,April,Credit Card,Delivered,Late,Indian-Veg
ord_15607,Priya Singh,Brigade Road,Ananya Reddy,Butter Chicken,280,30.8,3,19/04/23,April,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_15608,Neha Patel,Whitefield,Ananya Reddy,Burger,120,6,1,19/04/23,April,Online Payment,Delivered,On Time,Non Indian-Veg
ord_15609,Anjali Jain,Malleswaram,Divya Patel,Chicken Tikka,180,16.2,1,19/04/23,April,UPI,Delivered,Late,Indian-Non Veg
ord_15610,Priyanka Singh,Koramangala,Sneha Verma,Pizza,300,39,3,20/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15611,Deepak Sharma,HSR Layout,Ananya Reddy,Pizza,300,15,3,20/04/23,April,Credit Card,Delivered,Before Time,Non Indian-Veg
ord_15612,Akash Gupta,Jayanagar,Siddharth Singh,Chicken Curry,200,10,2,20/04/23,April,UPI,Delivered,Late,Indian-Non Veg
ord_15613,Priya Singh,Brigade Road,Ananya Reddy,Samosa,20,1.6,5,21/04/23,April,Credit Card,Delivered,Late,Indian-Veg
ord_15614,Rahul Sharma,MG Road,Anil Gupta,Masala Dosa,100,13,1,21/04/23,April,Online Payment,Delivered,Before Time,Indian-Veg
ord_15615,Aryan Shah,Jayanagar,Ravi Tiwari,Chicken Biryani,220,30.8,2,21/04/23,April,UPI,Delivered,On Time,Indian-Non Veg
ord_15616,Rahul Sharma,MG Road,Ravi Tiwari,Fried Rice,150,16.5,2,21/04/23,April,Online Payment,Delivered,Before Time,Non Indian-Veg
ord_15617,Anjali Jain,Malleswaram,Divya Patel,Burger,120,8.4,1,21/04/23,April,Credit Card,Delivered,On Time,Non Indian-Veg
ord_15618,Nisha Gupta,Koramangala,Sneha Verma,Paneer Tikka,180,18,1,21/04/23,April,UPI,Delivered,Late,Indian-Veg
ord_15619,Karan Sharma,Marathahalli,Divya Patel,Fish Curry,190,13.3,1,21/04/23,April,Online Payment,Delivered,On Time,Indian-Non Veg
ord_15620,Tanvi Gupta,BTM Layout,Pooja Sharma,Veg Biryani,230,25.3,2,21/04/23,April,Online Payment,Delivered,On Time,Indian-Veg
ord_15621,Kriti Patel,Whitefield,Siddharth Singh,Chicken Biryani,220,17.6,2,21/04/23,April,Online Payment,Delivered,Before Time,Indian-Non Veg
ord_15622,Neha Patel,Whitefield,Anil Gupta,Noodles,130,11.7,1,21/04/23,April,UPI,Delivered,On Time,Non Indian-Non Veg
ord_15623,Deepak Sharma,HSR Layout,Ravi Tiwari,Chicken Curry,200,16,2,22/04/23,April,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_15624,Deepak Sharma,HSR Layout,Siddharth Singh,Burger,120,13.2,1,23/04/23,April,Credit Card,Delivered,Late,Non Indian-Veg
ord_15625,Shreya Singh,Marathahalli,Siddharth Singh,Fish Curry,190,20.9,1,23/04/23,April,UPI,Delivered,Before Time,Indian-Non Veg
ord_15626,Karan Sharma,Marathahalli,Anil Gupta,Hakka Noodles,160,14.4,1,23/04/23,April,UPI,Delivered,On Time,Non Indian-Non Veg
ord_15627,Naveen Kumar,Koramangala,Sneha Verma,Pasta,200,22,2,23/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15628,Raj Kapoor,Malleswaram,Pooja Sharma,Masala Dosa,100,13,1,23/04/23,April,Credit Card,Delivered,On Time,Indian-Veg
ord_15629,Akash Gupta,Jayanagar,Divya Patel,Masala Dosa,100,8,1,24/04/23,April,Online Payment,Delivered,Late,Indian-Veg
ord_15630,Nisha Gupta,Koramangala,Sneha Verma,Fried Rice,150,18,2,24/04/23,April,Credit Card,Delivered,On Time,Non Indian-Veg
ord_15631,Neha Patel,Whitefield,Divya Patel,Pav Bhaji,150,12,2,24/04/23,April,Credit Card,Delivered,On Time,Indian-Veg
ord_15632,Tanvi Gupta,BTM Layout,Ravi Tiwari,Pasta,200,18,2,24/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15633,Rohit Singh,Indiranagar,Pooja Sharma,Paneer Tikka,180,10.8,1,24/04/23,April,UPI,Delivered,Late,Indian-Veg
ord_15634,Raj Kapoor,Malleswaram,Ravi Tiwari,Chicken Biryani,220,26.4,2,24/04/23,April,UPI,Delivered,Before Time,Indian-Non Veg
ord_15635,Anjali Jain,Malleswaram,Sneha Verma,Chicken Curry,200,16,2,25/04/23,April,Online Payment,Delivered,On Time,Indian-Non Veg
ord_15636,Arjun Shah,MG Road,Siddharth Singh,Chicken Tikka,180,18,1,25/04/23,April,Online Payment,Delivered,Before Time,Indian-Non Veg
ord_15637,Rahul Sharma,MG Road,Siddharth Singh,Burger,120,18,1,25/04/23,April,UPI,Delivered,Before Time,Non Indian-Veg
ord_15638,Arjun Shah,MG Road,Ananya Reddy,Chicken Tikka,180,27,1,25/04/23,April,UPI,Cancelled,Refund Not Initiated,Indian-Non Veg
ord_15639,Kriti Patel,Whitefield,Ravi Tiwari,Pizza,300,18,3,25/04/23,April,UPI,Delivered,Before Time,Non Indian-Veg
ord_15640,Neha Patel,Whitefield,Ravi Tiwari,Masala Dosa,100,13,1,25/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15641,Priya Singh,Brigade Road,Sneha Verma,Tandoori Chicken,280,22.4,3,25/04/23,April,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_15642,Shreya Singh,Marathahalli,Ravi Tiwari,Veg Biryani,230,23,2,25/04/23,April,Credit Card,Delivered,Before Time,Indian-Veg
ord_15643,Rohit Singh,Indiranagar,Ananya Reddy,Paneer Tikka,180,25.2,1,26/04/23,April,UPI,Cancelled,Refund Not Initiated,Indian-Veg
ord_15644,Arjun Shah,MG Road,Rajesh Kumar,Chicken Tikka,180,25.2,1,26/04/23,April,Credit Card,Delivered,Before Time,Indian-Non Veg
ord_15645,Arjun Shah,MG Road,Rajesh Kumar,Samosa,20,3,5,26/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15646,Nisha Gupta,Koramangala,Siddharth Singh,Fried Rice,150,10.5,2,26/04/23,April,UPI,Delivered,On Time,Non Indian-Veg
ord_15647,Sneha Jain,HSR Layout,Siddharth Singh,Pav Bhaji,150,15,2,27/04/23,April,UPI,Delivered,Before Time,Indian-Veg
ord_15648,Sneha Jain,HSR Layout,Ravi Tiwari,Noodles,130,19.5,1,27/04/23,April,UPI,Delivered,On Time,Non Indian-Non Veg
ord_15649,Naveen Kumar,Koramangala,Ravi Tiwari,Chicken Tikka,180,25.2,1,27/04/23,April,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15650,Rahul Sharma,MG Road,Divya Patel,Veg Biryani,230,27.6,2,27/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15651,Shreya Singh,Marathahalli,Ananya Reddy,Burger,120,18,1,28/04/23,April,UPI,Delivered,Before Time,Non Indian-Veg
ord_15652,Kriti Patel,Whitefield,Rajesh Kumar,Paneer Tikka,180,23.4,1,28/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15653,Rahul Sharma,MG Road,Manoj Singh,Burger,120,15.6,1,28/04/23,April,Credit Card,Cancelled,Refund Not Initiated,Non Indian-Veg
ord_15654,Tanvi Gupta,BTM Layout,Ravi Tiwari,Veg Biryani,230,20.7,2,28/04/23,April,Credit Card,Delivered,Before Time,Indian-Veg
ord_15655,Anjali Jain,Malleswaram,Sneha Verma,Hakka Noodles,160,14.4,1,28/04/23,April,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_15656,Anjali Jain,Malleswaram,Rajesh Kumar,Sushi,350,38.5,1,28/04/23,April,Online Payment,Delivered,Before Time,Non Indian-Non Veg
ord_15657,Pooja Patel,BTM Layout,Ravi Tiwari,Hakka Noodles,160,9.6,1,28/04/23,April,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_15658,Anjali Jain,Malleswaram,Anil Gupta,Butter Naan,50,3.5,4,30/04/23,April,Online Payment,Cancelled,Refund Initiated,Indian-Veg
ord_15659,Nisha Gupta,Koramangala,Ravi Tiwari,Burger,120,7.2,1,30/04/23,April,Online Payment,Delivered,On Time,Non Indian-Veg
ord_15660,Tanvi Gupta,BTM Layout,Manoj Singh,Paneer Tikka,180,27,1,30/04/23,April,Online Payment,Delivered,On Time,Indian-Veg
ord_15661,Akash Gupta,Jayanagar,Divya Patel,Butter Naan,50,7,4,30/04/23,April,UPI,Delivered,Late,Indian-Veg
ord_15662,Anjali Jain,Malleswaram,Pooja Sharma,Chicken Curry,200,30,2,30/04/23,April,Online Payment,Delivered,Before Time,Indian-Non Veg
ord_15663,Arjun Shah,MG Road,Divya Patel,Paneer Tikka,180,18,1,30/04/23,April,UPI,Delivered,On Time,Indian-Veg
ord_15664,Priyanka Singh,Koramangala,Anil Gupta,Chicken Biryani,220,33,2,30/04/23,April,UPI,Delivered,On Time,Indian-Non Veg
ord_15665,Sneha Jain,HSR Layout,Pooja Sharma,Samosa,20,1,5,30/04/23,April,Online Payment,Delivered,Before Time,Indian-Veg
ord_15666,Priyanka Singh,Koramangala,Siddharth Singh,Chicken Tikka,180,19.8,1,01/05/23,May,Credit Card,Cancelled,Refund Initiated,Indian-Non Veg
ord_15667,Rahul Sharma,MG Road,Manoj Singh,Samosa,20,2.2,5,01/05/23,May,Online Payment,Delivered,On Time,Indian-Veg
ord_15668,Naveen Kumar,Koramangala,Siddharth Singh,Fish Curry,190,24.7,1,01/05/23,May,Online Payment,Delivered,Before Time,Indian-Non Veg
ord_15669,Pooja Patel,BTM Layout,Pooja Sharma,Pasta,200,16,2,01/05/23,May,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_15670,Tanvi Gupta,BTM Layout,Pooja Sharma,Hakka Noodles,160,16,1,01/05/23,May,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_15671,Aryan Shah,Jayanagar,Manoj Singh,Pizza,300,39,3,01/05/23,May,Online Payment,Delivered,On Time,Non Indian-Veg
ord_15672,Aryan Shah,Jayanagar,Ravi Tiwari,Chicken Tikka,180,12.6,1,01/05/23,May,Credit Card,Delivered,Late,Indian-Non Veg
ord_15673,Anjali Jain,Malleswaram,Sneha Verma,Chicken Curry,200,30,2,01/05/23,May,Online Payment,Delivered,On Time,Indian-Non Veg
ord_15674,Priyanka Singh,Koramangala,Manoj Singh,Pasta,200,22,2,02/05/23,May,UPI,Delivered,On Time,Non Indian-Veg
ord_15675,Rahul Sharma,MG Road,Siddharth Singh,Pizza,300,21,3,02/05/23,May,Online Payment,Delivered,On Time,Non Indian-Veg
ord_15676,Priyanka Singh,Koramangala,Siddharth Singh,Fish Curry,190,13.3,1,02/05/23,May,Online Payment,Delivered,Before Time,Indian-Non Veg
ord_15677,Kriti Patel,Whitefield,Siddharth Singh,Butter Chicken,280,25.2,3,02/05/23,May,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_15678,Sneha Jain,HSR Layout,Manoj Singh,Pizza,300,27,3,02/05/23,May,UPI,Delivered,On Time,Non Indian-Veg
ord_15679,Nisha Gupta,Koramangala,Ravi Tiwari,Paneer Tikka,180,10.8,1,02/05/23,May,UPI,Delivered,On Time,Indian-Veg
ord_15680,Rohan Patel,Indiranagar,Ananya Reddy,Veg Biryani,230,29.9,2,02/05/23,May,UPI,Delivered,On Time,Indian-Veg
ord_15681,Akash Gupta,Jayanagar,Pooja Sharma,Chicken Tikka,180,19.8,1,03/05/23,May,Online Payment,Cancelled,Refund Not Initiated,Indian-Non Veg
ord_15682,Anjali Jain,Malleswaram,Sneha Verma,Pav Bhaji,150,21,2,03/05/23,May,Online Payment,Delivered,On Time,Indian-Veg
ord_15683,Tanvi Gupta,BTM Layout,Rajesh Kumar,Pav Bhaji,150,9,2,03/05/23,May,UPI,Delivered,Late,Indian-Veg
ord_15684,Rahul Sharma,MG Road,Manoj Singh,Pasta,200,18,2,04/05/23,May,Online Payment,Delivered,Before Time,Non Indian-Veg
ord_15685,Neha Patel,Whitefield,Manoj Singh,Butter Chicken,280,39.2,3,04/05/23,May,Online Payment,Delivered,Late,Indian-Non Veg
ord_15686,Neha Patel,Whitefield,Siddharth Singh,Paneer Tikka,180,9,1,04/05/23,May,Online Payment,Delivered,Late,Indian-Veg
ord_15687,Nisha Gupta,Koramangala,Siddharth Singh,Tandoori Chicken,280,16.8,3,04/05/23,May,UPI,Delivered,On Time,Indian-Non Veg
ord_15688,Neha Patel,Whitefield,Anil Gupta,Chicken Biryani,220,28.6,2,04/05/23,May,UPI,Cancelled,Refund Initiated,Indian-Non Veg
ord_15689,Aryan Shah,Jayanagar,Rajesh Kumar,Hakka Noodles,160,20.8,1,04/05/23,May,Online Payment,Delivered,On Time,Non Indian-Non Veg
ord_15690,Rohan Patel,Indiranagar,Anil Gupta,Chicken Biryani,220,19.8,2,04/05/23,May,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15691,Aryan Shah,Jayanagar,Anil Gupta,Butter Chicken,280,19.6,3,04/05/23,May,UPI,Delivered,Before Time,Indian-Non Veg
ord_15692,Akash Gupta,Jayanagar,Sneha Verma,Hakka Noodles,160,16,1,04/05/23,May,UPI,Delivered,On Time,Non Indian-Non Veg
ord_15693,Anjali Jain,Malleswaram,Siddharth Singh,Fried Rice,150,19.5,2,04/05/23,May,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_15694,Pooja Patel,BTM Layout,Siddharth Singh,Hakka Noodles,160,24,1,05/05/23,May,Credit Card,Cancelled,Refund Initiated,Non Indian-Non Veg
ord_15695,Priyanka Singh,Koramangala,Ananya Reddy,Chicken Biryani,220,11,2,05/05/23,May,Online Payment,Delivered,On Time,Indian-Non Veg
ord_15696,Sneha Jain,HSR Layout,Ananya Reddy,Fish Curry,190,28.5,1,05/05/23,May,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15697,Kriti Patel,Whitefield,Manoj Singh,Burger,120,14.4,1,05/05/23,May,UPI,Delivered,On Time,Non Indian-Veg
ord_15698,Tanvi Gupta,BTM Layout,Sneha Verma,Paneer Tikka,180,19.8,1,06/05/23,May,Online Payment,Delivered,On Time,Indian-Veg
ord_15699,Priyanka Singh,Koramangala,Divya Patel,Chicken Tikka,180,18,1,06/05/23,May,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15700,Rohit Singh,Indiranagar,Ananya Reddy,Noodles,130,18.2,1,06/05/23,May,Credit Card,Delivered,On Time,Non Indian-Non Veg
ord_15701,Naveen Kumar,Koramangala,Siddharth Singh,Noodles,130,18.2,1,06/05/23,May,UPI,Delivered,On Time,Non Indian-Non Veg
ord_15702,Rahul Sharma,MG Road,Rajesh Kumar,Pasta,200,28,2,06/05/23,May,UPI,Delivered,On Time,Non Indian-Veg
ord_15703,Nisha Gupta,Koramangala,Siddharth Singh,Pizza,300,15,3,06/05/23,May,Online Payment,Delivered,On Time,Non Indian-Veg
ord_15704,Raj Kapoor,Malleswaram,Sneha Verma,Noodles,130,13,1,06/05/23,May,UPI,Delivered,On Time,Non Indian-Non Veg
ord_15705,Rohit Singh,Indiranagar,Sneha Verma,Biryani,250,17.5,2,06/05/23,May,UPI,Cancelled,Refund Not Initiated,Indian-Veg
ord_15706,Arjun Shah,MG Road,Siddharth Singh,Fish Curry,190,13.3,1,07/05/23,May,UPI,Delivered,On Time,Indian-Non Veg
ord_15707,Tanvi Gupta,BTM Layout,Sneha Verma,Biryani,250,22.5,2,07/05/23,May,Credit Card,Delivered,Before Time,Indian-Veg
ord_15708,Anjali Jain,Malleswaram,Sneha Verma,Hakka Noodles,160,19.2,1,07/05/23,May,UPI,Delivered,Before Time,Non Indian-Non Veg
ord_15709,Deepak Sharma,HSR Layout,Anil Gupta,Butter Chicken,280,19.6,3,07/05/23,May,UPI,Delivered,Before Time,Indian-Non Veg
ord_15710,Neha Patel,Whitefield,Siddharth Singh,Burger,120,8.4,1,08/05/23,May,UPI,Cancelled,Refund Initiated,Non Indian-Veg
ord_15711,Tanvi Gupta,BTM Layout,Rajesh Kumar,Chicken Biryani,220,13.2,2,08/05/23,May,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15712,Naveen Kumar,Koramangala,Siddharth Singh,Biryani,250,17.5,2,08/05/23,May,UPI,Delivered,On Time,Indian-Veg
ord_15713,Priya Singh,Brigade Road,Siddharth Singh,Fish Curry,190,11.4,1,08/05/23,May,Credit Card,Delivered,On Time,Indian-Non Veg
ord_15714,Priyanka Singh,Koramangala,Manoj Singh,Sushi,350,42,1,09/05/23,May,UPI,Delivered,On Time,Non Indian-Non Veg
ord_15715,Rohit Singh,Indiranagar,Sneha Verma,Pasta,200,12,2,09/05/23,May,Credit Card,Delivered,On Time,Non Indian-Veg
ord_15716,Shreya Singh,Marathahalli,Sneha Verma,Chicken Curry,200,26,2,09/05/23,May,UPI,Delivered,On Time,Indian-Non Veg
ord_15717,Kriti Patel,Whitefield,Divya Patel,Fish Curry,190,13.3,1,09/05/23,May,UPI,Delivered,Late,Indian-Non Veg
ord_15718,Karan Sharma,Marathahalli,Pooja Sharma,Hakka Noodles,160,11.2,1,09/05/23,May,Online Payment,Delivered,On Time,Non Indian-Non Veg
